action,guest,id,subject,system,time
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-01-03 07:28:31.164797
swiped in,False,112094098936,Corbett KRZYCKI,swipe system,2019-01-03 07:33:13.921445
swiped in,False,4462713600,Manford BROUILLARD,swipe system,2019-01-03 07:35:57.991618
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-01-03 07:37:09.713420
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-01-03 07:41:57.959157
swiped in,False,112094314168,Kirsten DILIBERTO,swipe system,2019-01-03 07:46:13.510966
swiped in,False,112096592112,Katerina BURDESHAW,swipe system,2019-01-03 07:50:50.285810
swiped in,False,112096594296,Elta CABANAYAN,swipe system,2019-01-03 07:52:11.584945
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-01-03 07:51:56.495930
swiped in,True,112070937904,Raul WAHID,swipe system,2019-01-03 07:53:26.457072
swiped in,False,112094313384,Chaney PAVON,swipe system,2019-01-03 07:54:28.472084
swiped in,False,112094100000,Andres RASNER,swipe system,2019-01-03 07:56:33.744962
swiped in,False,112097921344,Kole ERHART,swipe system,2019-01-03 08:01:41.390948
swiped in,False,112094314280,Tamika SLOTT,swipe system,2019-01-03 08:06:39.516927
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-01-03 08:11:43.442284
swiped in,False,112097852720,Janna WAMBLES,swipe system,2019-01-03 08:15:45.533495
swiped in,True,112070820864,Dellar BYNAKER,swipe system,2019-01-03 08:24:02.543023
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-01-03 08:25:55.383175
swiped in,False,112096063048,Maye LATA,swipe system,2019-01-03 08:26:41.909387
swiped in,False,112076984048,Cleveland MARTINAK,swipe system,2019-01-03 08:29:45.955815
swiped in,False,112096529152,Ryker POLACK,swipe system,2019-01-03 08:30:23.258064
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-01-03 08:31:41.619216
swiped in,False,112094311760,Lavina DEMOYA,swipe system,2019-01-03 08:33:11.721166
swiped in,False,112094311424,Sanjuana SOGHOMONIAN,swipe system,2019-01-03 08:35:48.603730
swiped in,False,112084324704,Algie PIEKUT,swipe system,2019-01-03 08:35:59.433081
swiped in,False,112069078992,John RIBLET,swipe system,2019-01-03 08:36:20.422203
swiped in,False,112096464120,Hakeem FALIN,swipe system,2019-01-03 08:37:49.185770
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-01-03 08:43:08.674546
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-01-03 08:43:42.445369
swiped in,True,112096726768,Carly FOGELBERG,swipe system,2019-01-03 08:45:10.782527
swiped in,False,112097920112,Nicolette GLASBRENNER,swipe system,2019-01-03 08:46:05.238195
swiped in,True,112073409312,Penelope LUTEN,swipe system,2019-01-03 08:46:57.151536
swiped in,False,112083405400,Kelton KRECKMAN,swipe system,2019-01-03 08:47:59.765541
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-01-03 08:47:25.716797
swiped in,False,112096529600,Tyron LETA,swipe system,2019-01-03 08:50:56.693217
swiped in,False,112096526464,Savanna SHURTER,swipe system,2019-01-03 08:51:21.351823
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-01-03 08:52:45.522385
swiped in,False,112094242856,Miracle YAKSICH,swipe system,2019-01-03 08:52:46.549197
swiped in,False,112076983152,Thaddeus STABLES,swipe system,2019-01-03 08:54:44.708578
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-01-03 08:55:07.411937
swiped in,False,112096528704,Eura GREBEL,swipe system,2019-01-03 08:55:15.492124
swiped in,False,112094243360,Star CHASON,swipe system,2019-01-03 08:56:25.875568
swiped in,False,112094243472,Valentino CUZZONE,swipe system,2019-01-03 08:59:33.310334
swiped in,False,112094514312,Chasity SHUTAK,swipe system,2019-01-03 09:00:30.595801
swiped in,False,112097535984,Terell SUROWIEC,swipe system,2019-01-03 09:00:22.406902
swiped in,False,112094240840,Franklyn GONZALEZPEREZ,swipe system,2019-01-03 09:02:16.340607
swiped in,False,112096061424,Marlee HORNEDO,swipe system,2019-01-03 09:02:53.502032
swiped in,False,112076922720,Lizeth KAPLOW,swipe system,2019-01-03 09:02:57.303735
swiped in,False,112094858600,Leonor KLOMP,swipe system,2019-01-03 09:03:03.532854
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-01-03 09:04:15.516940
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-01-03 09:04:15.446602
swiped in,False,112096061256,Jere KASICA,swipe system,2019-01-03 09:04:44.821688
swiped in,False,112094169856,Ethelyn OLIVERE,swipe system,2019-01-03 09:06:31.269696
swiped in,False,112094857312,Crawford TRUCKE,swipe system,2019-01-03 09:07:18.491955
swiped in,False,112069076752,Dandre CHILDERS,swipe system,2019-01-03 09:08:05.228795
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-01-03 09:08:31.984333
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-01-03 09:08:46.850875
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-01-03 09:09:59.506209
swiped in,False,112077046000,Brain WARAICH,swipe system,2019-01-03 09:10:12.377785
swiped in,False,112098246328,Shawanda COGMAN,swipe system,2019-01-03 09:10:37.543391
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-01-03 09:10:48.068138
swiped in,False,112094783696,Tyson SHARA,swipe system,2019-01-03 09:12:19.188006
swiped in,False,112094856304,Willene ARNELL,swipe system,2019-01-03 09:12:11.503572
swiped in,True,112097414728,Adolphus GENTZLER,swipe system,2019-01-03 09:12:44.468357
swiped in,True,112068862920,Cleveland GUTIREZ,swipe system,2019-01-03 09:12:52.759401
swiped in,False,112096140032,Triston KUPIEC,swipe system,2019-01-03 09:15:51.478508
swiped in,True,112098181192,Delpha GUZAK,swipe system,2019-01-03 09:17:01.856959
swiped in,False,112094243248,Felecia BERNSHAUSEN,swipe system,2019-01-03 09:17:06.309819
swiped in,False,112084326720,Vergie ROTHMANN,swipe system,2019-01-03 09:17:58.369370
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-01-03 09:19:10.456364
swiped in,False,112094514144,Solomon JOHANNESEN,swipe system,2019-01-03 09:19:51.227148
swiped in,False,112096528480,Irven DARNES,swipe system,2019-01-03 09:19:42.501538
swiped in,False,112069076528,Judy MAUN,swipe system,2019-01-03 09:21:30.339724
swiped in,False,112069194192,Luciana CANTELLO,swipe system,2019-01-03 09:22:01.334206
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-01-03 09:22:36.238585
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-01-03 09:23:51.589992
swiped in,False,112094783360,Bernard HOANG,swipe system,2019-01-03 09:26:26.592415
swiped in,False,112094579120,Idabelle HOCHHEISER,swipe system,2019-01-03 09:26:58.690431
swiped in,False,112076982928,Onie GHADIMI,swipe system,2019-01-03 09:27:56.028085
swiped in,False,112094242744,Randal PETLEY,swipe system,2019-01-03 09:33:27.930981
swiped in,False,112094244144,Conner HEISSE,swipe system,2019-01-03 09:34:45.158761
swiped in,False,112094098040,Lia PANN,swipe system,2019-01-03 09:34:59.414087
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-01-03 09:35:44.079541
swiped in,False,112094579792,Cheri ALEKNA,swipe system,2019-01-03 09:37:01.988126
swiped in,False,112094578784,Ama ROUBIQUE,swipe system,2019-01-03 09:40:17.377157
swiped in,False,112094241736,Chalmers LUKAS,swipe system,2019-01-03 09:42:57.108697
swiped in,False,112094579344,Julian BROOMS,swipe system,2019-01-03 09:43:03.131529
swiped in,False,112098246496,Rigoberto RAEBER,swipe system,2019-01-03 09:44:48.748315
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-01-03 09:48:36.799690
swiped in,False,4462834016,Nealie VILLALUNA,swipe system,2019-01-03 09:49:36.310146
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-01-03 09:52:34.836019
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-01-03 09:53:08.906674
swiped in,False,112096062656,Ebert BOISSY,swipe system,2019-01-03 09:54:01.418007
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-01-03 09:57:20.016619
swiped in,False,112076983376,Halley LONGARDNER,swipe system,2019-01-03 09:59:20.312487
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-01-03 10:05:28.305038
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-01-03 10:06:01.239232
swiped in,False,112069078768,Sherman MCCELLAND,swipe system,2019-01-03 10:11:36.171274
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-01-03 10:11:47.883070
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-01-03 10:12:32.308964
swiped in,True,112069337832,Acie GUMMER,swipe system,2019-01-03 10:12:43.126873
swiped in,False,112094782968,Kaia ENICK,swipe system,2019-01-03 10:16:12.769406
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-01-03 10:17:44.431491
swiped in,False,112071122784,Falon DUELLO,swipe system,2019-01-03 10:17:15.671894
swiped in,False,112094170472,Osborn STEINBACHER,swipe system,2019-01-03 10:20:38.320277
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-01-03 10:22:02.203910
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-01-03 10:27:48.751486
swiped in,False,112083466840,Theodosia SZOPINSKI,swipe system,2019-01-03 10:27:40.662407
swiped in,True,112096979936,Nathaniel BAZO,swipe system,2019-01-03 10:36:40.298468
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-01-03 10:40:10.249661
swiped in,False,112094312152,Zina AZEREDO,swipe system,2019-01-03 10:44:16.400336
swiped in,False,112069078992,John RIBLET,swipe system,2019-01-03 10:44:40.189883
swiped in,False,112096140032,Triston KUPIEC,swipe system,2019-01-03 10:47:54.674809
swiped in,True,112098245152,Latricia STROBRIDGE,swipe system,2019-01-03 10:52:17.317144
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-01-03 10:53:53.376410
swiped in,False,112076980800,Olen GARRETY,swipe system,2019-01-03 10:54:51.816101
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-01-03 10:57:06.315365
swiped in,False,112097920112,Nicolette GLASBRENNER,swipe system,2019-01-03 10:57:20.154540
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-01-03 11:09:32.858071
swiped in,True,112098113464,Santiago HERSHENSON,swipe system,2019-01-03 11:15:20.672083
swiped in,False,112084324704,Algie PIEKUT,swipe system,2019-01-03 11:17:42.406868
swiped in,True,112068296264,Roseanne TANNAHILL,swipe system,2019-01-03 11:19:05.473284
swiped in,True,112097469160,Leatrice BARGERON,swipe system,2019-01-03 11:19:41.470533
swiped in,True,112075074528,Kobe FERSTL,swipe system,2019-01-03 11:20:38.254348
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-01-03 11:36:14.601618
swiped in,True,112098181752,Portia PACHECANO,swipe system,2019-01-03 11:37:53.676522
swiped in,False,112076983376,Halley LONGARDNER,swipe system,2019-01-03 11:38:38.665287
swiped in,False,112094240840,Franklyn GONZALEZPEREZ,swipe system,2019-01-03 11:41:10.631844
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-01-03 11:44:50.173014
swiped in,True,112097347848,Clyde MAILLARD,swipe system,2019-01-03 11:46:12.384196
swiped in,False,112084326720,Vergie ROTHMANN,swipe system,2019-01-03 11:47:06.230477
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-01-03 11:50:32.353439
swiped in,False,112096062656,Ebert BOISSY,swipe system,2019-01-03 11:57:21.112829
swiped in,False,112094579120,Idabelle HOCHHEISER,swipe system,2019-01-03 11:58:33.041147
swiped in,False,112096140032,Triston KUPIEC,swipe system,2019-01-03 12:02:32.921783
swiped in,False,112096528480,Irven DARNES,swipe system,2019-01-03 12:03:41.984160
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-01-03 12:05:19.430152
swiped in,True,112068042648,Brooke STEIGLEMAN,swipe system,2019-01-03 12:06:31.522693
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-01-03 12:10:29.384219
swiped in,True,112068039512,Kelis DALLAM,swipe system,2019-01-03 12:12:25.051486
swiped in,False,112071122784,Falon DUELLO,swipe system,2019-01-03 12:15:25.380139
swiped in,False,112069197664,Burr LEHECKA,swipe system,2019-01-03 12:17:39.359183
swiped in,False,112069076528,Judy MAUN,swipe system,2019-01-03 12:17:51.429092
swiped in,False,112096529152,Ryker POLACK,swipe system,2019-01-03 12:20:40.943405
swiped in,False,112097921344,Kole ERHART,swipe system,2019-01-03 12:23:19.248691
swiped in,False,112094100000,Andres RASNER,swipe system,2019-01-03 12:23:01.733410
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-01-03 12:23:42.687298
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-01-03 12:23:40.462739
swiped in,True,112068107008,Napoleon HENAGHAN,swipe system,2019-01-03 12:25:22.142210
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-01-03 12:27:17.140702
swiped in,False,112067599440,Alys MCMURTREY,swipe system,2019-01-03 12:30:14.834071
swiped in,False,112097852720,Janna WAMBLES,swipe system,2019-01-03 12:31:36.232744
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-01-03 12:31:20.557293
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-01-03 12:32:04.429162
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-01-03 12:37:33.248898
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-01-03 12:38:02.957358
swiped in,True,112067919768,Katy OBERT,swipe system,2019-01-03 12:40:59.780317
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-01-03 12:45:20.880235
swiped in,False,112094578784,Ama ROUBIQUE,swipe system,2019-01-03 12:46:08.698095
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-01-03 12:46:07.400668
swiped in,False,112096061256,Jere KASICA,swipe system,2019-01-03 12:47:06.018388
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-01-03 12:47:39.443532
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-01-03 12:48:11.530297
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-01-03 12:52:03.786466
swiped in,False,112076983152,Thaddeus STABLES,swipe system,2019-01-03 12:53:51.907365
swiped in,False,112069078992,John RIBLET,swipe system,2019-01-03 12:55:11.126929
swiped in,False,112098246328,Shawanda COGMAN,swipe system,2019-01-03 12:56:04.563703
swiped in,False,112069194192,Luciana CANTELLO,swipe system,2019-01-03 12:57:42.377120
swiped in,True,112098061448,Noreen BORBON,swipe system,2019-01-03 13:00:06.786979
swiped in,False,112094311424,Sanjuana SOGHOMONIAN,swipe system,2019-01-03 13:00:32.322592
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-01-03 13:00:24.452989
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-01-03 13:01:27.296292
swiped in,True,112096980720,Marcelle GELDER,swipe system,2019-01-03 13:06:17.002773
swiped in,False,112098246496,Rigoberto RAEBER,swipe system,2019-01-03 13:12:19.923965
swiped in,False,112069196992,Cherelle HENZIE,swipe system,2019-01-03 13:12:50.858848
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-01-03 13:13:47.219273
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-01-03 13:17:00.375860
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-01-03 13:19:38.255790
swiped in,True,112097922632,Arley ISBEL,swipe system,2019-01-03 13:21:24.503044
swiped in,False,112097920112,Nicolette GLASBRENNER,swipe system,2019-01-03 13:21:01.913140
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-01-03 13:23:07.931955
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-01-03 13:24:09.765821
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-01-03 13:23:53.321824
swiped in,False,112096528704,Eura GREBEL,swipe system,2019-01-03 13:29:23.689339
swiped in,True,112094723824,Mindi CARCIERI,swipe system,2019-01-03 13:34:53.112147
swiped in,False,112096061424,Marlee HORNEDO,swipe system,2019-01-03 13:35:42.505352
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-01-03 13:38:42.554822
swiped in,False,112076984048,Cleveland MARTINAK,swipe system,2019-01-03 13:38:48.881596
swiped in,False,112094098936,Corbett KRZYCKI,swipe system,2019-01-03 13:39:08.149737
swiped in,True,112068296544,Rishi HANULA,swipe system,2019-01-03 13:39:27.151429
swiped in,True,112068232472,Lilah SEVIGNY,swipe system,2019-01-03 13:39:04.252383
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-01-03 13:39:06.078799
swiped in,False,112094241736,Chalmers LUKAS,swipe system,2019-01-03 13:44:49.391026
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-01-03 13:45:05.491301
swiped in,False,112076982928,Onie GHADIMI,swipe system,2019-01-03 13:52:16.344752
swiped in,True,112068865160,Farrah CROCKRELL,swipe system,2019-01-03 13:52:51.647006
swiped in,False,112094243472,Valentino CUZZONE,swipe system,2019-01-03 13:56:21.064225
swiped in,False,112069076752,Dandre CHILDERS,swipe system,2019-01-03 13:57:13.696692
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-01-03 14:01:41.810431
swiped in,False,112084324704,Algie PIEKUT,swipe system,2019-01-03 14:03:12.701207
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-01-03 14:08:53.953993
swiped in,True,112097026960,Beyonce FLORENCIO,swipe system,2019-01-03 14:11:03.900893
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-01-03 14:15:24.642490
swiped in,False,112094242856,Miracle YAKSICH,swipe system,2019-01-03 14:17:52.784082
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-01-03 14:18:30.632008
swiped in,False,112094858600,Leonor KLOMP,swipe system,2019-01-03 14:21:42.591816
swiped in,False,112096594296,Elta CABANAYAN,swipe system,2019-01-03 14:23:41.958286
swiped in,True,112078244552,Jensen MORILLA,swipe system,2019-01-03 14:26:48.688102
swiped in,True,112068794744,Julia RIECK,swipe system,2019-01-03 14:35:31.079479
swiped in,True,112088765216,Kinsley BROSKE,swipe system,2019-01-03 14:41:07.265851
swiped in,True,112096979600,Rosella VANBLARICUM,swipe system,2019-01-03 14:45:06.746837
swiped in,True,112094655824,Kendall VALLANCE,swipe system,2019-01-03 14:44:49.237594
swiped in,True,112094985240,Idell MCVICKER,swipe system,2019-01-03 14:57:38.264869
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-01-03 14:59:28.512905
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-01-03 15:10:43.236161
swiped in,False,112094167280,Margarete DUSHANE,swipe system,2019-01-03 15:22:47.336671
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-01-03 15:27:17.195030
